model_name,fpr,tpr,threshold
Logistic Regression,0.031904287138584245,0.09618282270215972,0.7199358211422702
Logistic Regression,0.031904287138584245,0.09668508287292818,0.7198086362710734
Logistic Regression,0.032070455300764376,0.09668508287292818,0.7197608442005498
Logistic Regression,0.032070455300764376,0.09693621295831241,0.7197336581332846
Logistic Regression,0.0322366234629445,0.09693621295831241,0.7197299111064004
Logistic Regression,0.0322366234629445,0.09743847312908087,0.7194533062638642
Logistic Regression,0.032402791625124626,0.09743847312908087,0.7194190856770117
Logistic Regression,0.032402791625124626,0.0976896032144651,0.7194107907381238
Logistic Regression,0.032735127949484875,0.0976896032144651,0.7192583712704705
Logistic Regression,0.032735127949484875,0.09819186338523356,0.7191035235848281
Logistic Regression,0.03290129611166501,0.09819186338523356,0.7189322837411831
Logistic Regression,0.03290129611166501,0.09844299347061777,0.7186349735514642
Logistic Regression,0.03323363243602526,0.09844299347061777,0.718570486880241
Logistic Regression,0.03323363243602526,0.098694123556002,0.7185648321931127
Logistic Regression,0.03356596876038551,0.098694123556002,0.7184499841383891
Logistic Regression,0.03356596876038551,0.09894525364138623,0.7184213746100115
Logistic Regression,0.03373213692256564,0.09894525364138623,0.7183644458759811
Logistic Regression,0.03373213692256564,0.09919638372677046,0.718104185763571
Logistic Regression,0.03389830508474576,0.09919638372677046,0.718051633697754
Logistic Regression,0.03389830508474576,0.09994977398292315,0.7179380012626467
Logistic Regression,0.034396809571286144,0.09994977398292315,0.7178867839001175
Logistic Regression,0.034396809571286144,0.10045203415369161,0.7177128120651899
Logistic Regression,0.0353938185443669,0.10045203415369161,0.7172002198845443
Logistic Regression,0.0353938185443669,0.1012054244098443,0.7166949071027715
Logistic Regression,0.035559986706547024,0.1012054244098443,0.7166769683191632
Logistic Regression,0.035559986706547024,0.10170768458061276,0.7166591573552475
Logistic Regression,0.036058491193087405,0.10170768458061276,0.7163379318745056
Logistic Regression,0.036058491193087405,0.10195881466599699,0.7163318267894815
Logistic Regression,0.03672316384180791,0.10195881466599699,0.7160161806139461
Logistic Regression,0.03672316384180791,0.10271220492214968,0.7158684829895653
Logistic Regression,0.03705550016616816,0.10271220492214968,0.7157652311883069
Logistic Regression,0.03705550016616816,0.10346559517830237,0.7156726095307664
Logistic Regression,0.03755400465270854,0.10346559517830237,0.7155442642939875
Logistic Regression,0.03755400465270854,0.10396785534907081,0.7155311238204107
Logistic Regression,0.03772017281488867,0.10396785534907081,0.7153467285735851
Logistic Regression,0.03772017281488867,0.10421898543445504,0.7150792839538418
Logistic Regression,0.03805250913924892,0.10421898543445504,0.7147595506021769
Logistic Regression,0.03805250913924892,0.10572576594676042,0.7144268092888397
Logistic Regression,0.0385510136257893,0.10572576594676042,0.7138992164055705
Logistic Regression,0.0385510136257893,0.10622802611752888,0.7136932601097931
Logistic Regression,0.038883349950149554,0.10622802611752888,0.7135785857156489
Logistic Regression,0.038883349950149554,0.10647915620291311,0.713462111856816
Logistic Regression,0.0392156862745098,0.10647915620291311,0.7134187249295121
Logistic Regression,0.0392156862745098,0.10673028628829734,0.7131206833424099
Logistic Regression,0.03938185443668993,0.10673028628829734,0.7128161434467353
Logistic Regression,0.03938185443668993,0.10698141637368157,0.7127274702711313
Logistic Regression,0.03954802259887006,0.10698141637368157,0.7126798707194988
Logistic Regression,0.03954802259887006,0.10798593671521849,0.7118316922514907
Logistic Regression,0.040046527085410434,0.10798593671521849,0.7112981931706867
Logistic Regression,0.040046527085410434,0.1089904570567554,0.7110824452628643
Logistic Regression,0.04037886340977069,0.1089904570567554,0.7107989992635795
Logistic Regression,0.04037886340977069,0.10924158714213963,0.7107470315493788
Logistic Regression,0.040545031571950815,0.10924158714213963,0.710574620989444
Logistic Regression,0.040545031571950815,0.10949271722752386,0.7102869364353496
Logistic Regression,0.04071119973413094,0.10949271722752386,0.7102155767596608
Logistic Regression,0.04071119973413094,0.10999497739829231,0.7100563980569109
Logistic Regression,0.04120970422067132,0.10999497739829231,0.7097694753380478
Logistic Regression,0.04120970422067132,0.110748367654445,0.7094020921769038
Logistic Regression,0.041375872382851446,0.110748367654445,0.7094018170654047
Logistic Regression,0.041375872382851446,0.11125062782521346,0.7092665056600109
Logistic Regression,0.04154204054503157,0.11125062782521346,0.709248897302184
Logistic Regression,0.04154204054503157,0.11200401808136615,0.7089453977942263
Logistic Regression,0.041708208707211696,0.11200401808136615,0.708854495577172
Logistic Regression,0.041708208707211696,0.11225514816675038,0.7085258551023423
Logistic Regression,0.04204054503157195,0.11225514816675038,0.7084745961403734
Logistic Regression,0.04204054503157195,0.11275740833751884,0.7084038744983172
Logistic Regression,0.0423728813559322,0.11275740833751884,0.7082938535520167
Logistic Regression,0.0423728813559322,0.11351079859367152,0.7082610754032167
Logistic Regression,0.04287138584247258,0.11351079859367152,0.7081085252815503
Logistic Regression,0.04287138584247258,0.11376192867905575,0.7080949338627848
Logistic Regression,0.04303755400465271,0.11376192867905575,0.7080651444963183
Logistic Regression,0.04303755400465271,0.11426418884982421,0.7079787815799355
Logistic Regression,0.04320372216683283,0.11426418884982421,0.7077906907835835
Logistic Regression,0.04320372216683283,0.11476644902059267,0.7077366949526875
Logistic Regression,0.043369890329012964,0.11476644902059267,0.707647411046344
Logistic Regression,0.043369890329012964,0.11526870919136112,0.7075210900651786
Logistic Regression,0.04353605849119309,0.11526870919136112,0.7073530612193728
Logistic Regression,0.04353605849119309,0.11602209944751381,0.7072584694295154
Logistic Regression,0.04386839481555334,0.11602209944751381,0.7071337302230183
Logistic Regression,0.04386839481555334,0.1167754897036665,0.7069201271645698
Logistic Regression,0.044200731139913595,0.1167754897036665,0.7068337834480543
Logistic Regression,0.044200731139913595,0.11702661978905073,0.706713933203653
Logistic Regression,0.04436689930209372,0.11702661978905073,0.7066764576002545
Logistic Regression,0.04436689930209372,0.11727774987443496,0.7066677694242596
Logistic Regression,0.044533067464273844,0.11727774987443496,0.7066390892842349
Logistic Regression,0.044533067464273844,0.11778001004520341,0.7066178502997722
Logistic Regression,0.0448654037886341,0.11778001004520341,0.7065951340650979
Logistic Regression,0.0448654037886341,0.11828227021597187,0.706381487146307
Logistic Regression,0.0455300764373546,0.11828227021597187,0.7061766295865147
Logistic Regression,0.0455300764373546,0.11878453038674033,0.7061354179639406
Logistic Regression,0.04569624459953473,0.11878453038674033,0.7060832115278292
Logistic Regression,0.04569624459953473,0.12029131089904571,0.7054895634696748
Logistic Regression,0.04602858092389498,0.12029131089904571,0.7054444006461181
Logistic Regression,0.04602858092389498,0.12129583124058262,0.7051050819502739
Logistic Regression,0.04636091724825524,0.12129583124058262,0.7048208035929947
Logistic Regression,0.04636091724825524,0.12154696132596685,0.7047973986882827
Logistic Regression,0.04652708541043536,0.12154696132596685,0.7047188123855807
Logistic Regression,0.04652708541043536,0.1220492214967353,0.7043675852798171
Logistic Regression,0.04735792622133599,0.1220492214967353,0.7041152251711171
Logistic Regression,0.04735792622133599,0.12230035158211953,0.7040395622976882
Logistic Regression,0.04752409438351612,0.12230035158211953,0.7040315717051937
Logistic Regression,0.04752409438351612,0.122802611752888,0.7038956311905008
Logistic Regression,0.04769026254569624,0.122802611752888,0.7037856901328939
Logistic Regression,0.04769026254569624,0.12330487192365645,0.7036290243262104
Logistic Regression,0.047856430707876374,0.12330487192365645,0.7035970302776156
Logistic Regression,0.047856430707876374,0.12355600200904068,0.7035823454829764
Logistic Regression,0.048188767032236623,0.12355600200904068,0.7035335797287553
Logistic Regression,0.048188767032236623,0.12405826217980914,0.7034410947402155
Logistic Regression,0.04835493519441675,0.12405826217980914,0.7033369358719888
Logistic Regression,0.04835493519441675,0.12430939226519337,0.7032499632116577
Logistic Regression,0.04852110335659687,0.12430939226519337,0.7031445665681915
Logistic Regression,0.04852110335659687,0.12506278252134606,0.7025497804181452
Logistic Regression,0.048687271518777005,0.12506278252134606,0.7024404182113858
Logistic Regression,0.048687271518777005,0.12556504269211452,0.7023994201517271
Logistic Regression,0.04885343968095713,0.12556504269211452,0.702331388998565
Logistic Regression,0.04885343968095713,0.12581617277749874,0.702277379462533
Logistic Regression,0.04918577600531738,0.12581617277749874,0.7019838156307939
Logistic Regression,0.04918577600531738,0.1263184329482672,0.7017708713727809
Logistic Regression,0.04935194416749751,0.1263184329482672,0.7017681649202391
